Eljárás EKR azonosító,Ajánlatkérő szervezet neve,Ajánlatkérő nemzeti azonosítószáma,Ajánlatkérő szervezet típusa,Ajánlatkérő szervezet főtevékenysége,Eljárásrend,Eljárás fajtája,Eljárás tárgya,Szerződés típusa,A beszerzés végleges összértéke,A beszerzés végleges összértéke pénznem,Teljesítés helye NUTS-kód(ok),Szerződés megkötésének dátuma,Beérkezett ajánlatok száma,Nyertes ajánlattevő adószáma (adóazonosító jele),Nyertes ajánlattevő neve,Fő CPV-kód(ok),A beszerzés európai uniós alapokból finanszírozott projekttel és/vagy programmal kapcsolatos,Szerződés/rész odaítélésre került,Nyertes ajánlattevő kkv,Hirdetmény közzétételének dátuma,Minőségi kritérium alkalmazásra került,Költség kritérium alkalmazásra került,Ár kritérium alkalmazásra került,Ajánlatkérő szervezet neve - tisztított,Ajánlatkérő Cégtípus,Nyertes ajánlattevő neve - tisztított,Nyertes Cégtípus,Hirdetmény és szerződés megkötés között eltelt idő
EKR000974792019,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Közvilágítási hálózat fejlesztése, rekonstrukció",Építési beruházás,369103184.0,HUF,HU110,2019-10-18,1.0,"11709514242,HU11709514",Gts Investment Kft.,45315300-1,Nem,Igen,Igen,2019-10-30,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Gts Investment Kft.,Kft.,-12 days
EKR000974792019,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Közvilágítási hálózat fejlesztése, rekonstrukció",Építési beruházás,369103184.0,HUF,HU110,2019-10-15,6.0,"10823541242,HU10823541",Kábel Team Villamosipari Szolgáltató És Kereskedelmi Korlátolt Felelősségű Társaság,45315300-1,Nem,Igen,Igen,2019-10-30,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Kábel Team Villamosipari Kft.,Kft.,-15 days
EKR000974792019,Bdk Budapesti Dísz És Közvilágítási Korlátolt Felelősségű Társaság,12705616243,N - Közszolgáltató,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"Közvilágítási hálózat fejlesztése, rekonstrukció",Építési beruházás,369103184.0,HUF,HU110,2019-10-15,3.0,"10756056213,10756056",ElCo Tech Elektromos Kommunikációs Technológiák Kft.,45315300-1,Nem,Igen,Igen,2019-10-30,Igen,Nem,Igen,Bdk Budapesti Dísz És Közvilágítási Kft.,Kft.,Elco Tech Elektromos Kommunikációs Technológiák Kft.,Kft.,-15 days
EKR000755652019,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Salgótarjáni ú. aluljáróban rag.leerősítés javítás,Építési beruházás,38258627.0,HUF,HU11,2019-12-02,3.0,"13649564242,HU13649564,01 10 045374",Vasútépítő És Karbantartó Zártkörűen Működő Részvénytársaság,45234126-5,Nem,Igen,Igen,2019-12-12,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Vasútépítő És Karbantartó Zrt.,Zrt.,-10 days
EKR000756512019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Bethesda u. 4. építőipari munkái,Építési beruházás,3130037.0,HUF,HU110,2019-08-30,3.0,24393559243,RitRock Kft.,45000000-7,Nem,Igen,Igen,2019-09-24,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Ritrock Kft.,Kft.,-25 days
EKR000759122019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Ipacsfa építési munkák,Építési beruházás,27914169.0,HUF,HU110,2019-07-22,3.0,24393559243,RitRock Kft.,45000000-7,Nem,Igen,Igen,2019-08-15,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Ritrock Kft.,Kft.,-24 days
EKR000764252019,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Nemzeti Atlétikai Központ - Bontási munkák,Építési beruházás,4125374843.0,HUF,HU110,2019-11-04,2.0,"25308673207,HU25308673.",FejérB.Á.L. Építő És Szolgáltató Zártkörűen Működő Részvénytársaság,45110000-1,Nem,Igen,Nem,2019-11-17,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Fejérb.Á.L. Építő És Zrt.,Zrt.,-13 days
EKR000764252019,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,Nemzeti Atlétikai Központ - Bontási munkák,Építési beruházás,4125374843.0,HUF,HU110,2019-11-04,2.0,"12728923213,HU12728923",FöldTrans 2001 Kereskedelmi És Szolgáltató Korlátolt Felelősségű Társaság,45110000-1,Nem,Igen,Igen,2019-11-17,Igen,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Földtrans 2001 Kft.,Kft.,-13 days
EKR000768272019,Országos Kórházi Főigazgatóság,15845883243,N - Központi szintű,KL - Egészségügy,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szent Margit Kórház MRI-hez szükséges kivitelezése,Építési beruházás,120011799.0,HUF,HU110,2019-10-21,3.0,"22929637213,HU22929637",Ac Komfort Kft.,45000000-7,Nem,Igen,Igen,2019-12-03,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Ac Komfort Kft.,Kft.,-43 days
EKR000768342019,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Közvilágítás fejlesztés Debrecen területén,Építési beruházás,38474500.0,HUF,HU321,2019-08-08,5.0,"11986270209,HU11986270",DhSzerviz Korlátolt Felelősségű Társaság,45310000-3,Nem,Igen,Igen,2019-08-27,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Dhszerviz Kft.,Kft.,-19 days
EKR000771412019,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Sárga ragasztott burkolati jelek,Építési beruházás,40000000.0,HUF,HU233|HU232|HU221|HU231|HU110|HU222|HU213|HU120|HU212|HU223|HU211,2019-09-19,4.0,"10359264213,HU10359264",Magyar Plastiroute Forgalomtechnikai Kft,45000000-7,Nem,Igen,Igen,2019-09-24,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Magyar Plastiroute Forgalomtechnikai Kft.,Kft.,-5 days
EKR000785512019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,B.őszöd - B.lelle kerékpárút megvalósítása,Építési beruházás,357685707.0,HUF,HU232,2019-12-13,5.0,"14904134244,HU14904134",Colas Út Építőipari Zártkörűen Működő Részvénytársaság,45233162-2,Igen,Igen,Nem,2020-01-08,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Colas Út Építőipari Zrt.,Zrt.,-26 days
EKR000998112019,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,S1 telephelyen tetőfelújítás,Építési beruházás,33858270.0,HUF,HU110,2019-09-04,1.0,"23537608241,HUOOCSZ.01-09-970248",Windcollector Magyarország Kft.,45260000-7,Nem,Igen,Igen,2019-09-10,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Windcollector Magyarország Kft.,Kft.,-6 days
EKR000999762019,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"HMKE napelem rendszer tervezése, telepítése_A",Építési beruházás,95174776.0,HUF,HU11,2019-10-07,5.0,"12060991242,HU12060991",AtysCo Korlátolt Felelősségű Társaság,45317000-2,Nem,Igen,Igen,2019-11-04,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Atysco Kft.,Kft.,-28 days
EKR001000212019,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"HMKE napelem rendszer tervezése, telepítése_B",Építési beruházás,116209742.0,HUF,HU11,2019-10-22,5.0,"26501817241,HU26501817",ElműÉmász Solutions Korlátolt Felelősségű Társaság,45317000-2,Nem,Igen,Igen,2019-11-10,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Elműémász Solutions Kft.,Kft.,-19 days
EKR001000212019,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,N - Közjogi szervezet,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,"HMKE napelem rendszer tervezése, telepítése_B",Építési beruházás,116209742.0,HUF,HU11,2019-10-22,3.0,"26501817241,HU26501817",ElműÉmász Solutions Korlátolt Felelősségű Társaság,45317000-2,Nem,Igen,Igen,2019-11-10,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Elműémász Solutions Kft.,Kft.,-19 days
EKR000794592019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Bp. Thököly út 149/c. építészeti munkák,Építési beruházás,10016387.0,HUF,HU110,2019-12-09,2.0,24393559243,RitRock Kft.,45000000-7,Nem,Igen,Igen,2019-12-13,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Ritrock Kft.,Kft.,-4 days
EKR000800572019,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 112. § (1) bekezdés b) pont Nyílt eljárás (hirdetménnyel induló),Kerékpárosbarát fejlesztések 4. ütem,Építési beruházás,76629310.0,HUF,HU110,2020-01-06,2.0,11772149242,RokLa Építőipari Szolgáltató Korlátolt Felelősségű Társaság,45233200-1,Igen,Igen,Igen,2020-01-13,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Rokla Építőipari Kft.,Kft.,-7 days
EKR000804282019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Bp. Duna u. 2-4. radiátor szelepcserék,Építési beruházás,3545963.0,HUF,HU110,2019-07-22,1.0,24658786242,Gépész Kivitelező Korlátolt Felelősségű Társaság,45350000-5,Nem,Igen,Nem,2019-08-15,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Gépész Kivitelező Kft.,Kft.,-24 days
EKR000808062019,Nif Nemzeti Infrastruktúra Fejlesztő Zártkörűen Működő Részvénytársaság,11906522241,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Nyílt eljárás,83.sz.2x2sávos főút Pápa-Győr közötti kivitelezése,Építési beruházás,90424034892.0,HUF,HU221|HU213,2020-04-23,4.0,11426628403,Duna Aszfalt Út És Mélyépítő Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Nem,2020-05-06,Igen,Nem,Igen,Nif Nemzeti Infrastruktúra Fejlesztő Zrt.,Zrt.,Duna Aszfalt Út És Mélyépítő Kft.,Kft.,-13 days
EKR000818902019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Kőbányai út 22.víz és csatornahálózat felújítás,Építési beruházás,43396048.0,HUF,HU110,2019-07-29,2.0,24393559243,RitRock Kft.,45350000-5,Nem,Igen,Igen,2019-08-27,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Ritrock Kft.,Kft.,-29 days
EKR000820732019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Bp. Budafoki út 74. földgázvezeték hálózat javítás,Építési beruházás,704482.0,HUF,HU110,2019-08-22,1.0,24658786242,Gépész Kivitelező Korlátolt Felelősségű Társaság,45350000-5,Nem,Igen,Igen,2019-09-11,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Gépész Kivitelező Kft.,Kft.,-20 days
EKR001032442019,Kőbányai Vagyonkezelő Zártkörűen Működő Részvénytársaság,10816772242,U - Egyéb típus:,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Mázsa tér Sportcentrum Elektromos vezeték kiváltás,Építési beruházás,137060915.0,HUF,HU110,2019-08-22,4.0,"23036190205,HU23036190",Energy Hungary Energetikai Zártkörűen Működő Részvénytársaság,45315500-3,Nem,Igen,Igen,2019-08-28,Igen,Nem,Igen,Kőbányai Vagyonkezelő Zrt.,Zrt.,Energy Hungary Energetikai Zrt.,Zrt.,-6 days
EKR000383282018,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,A nyíregyházi Bujtosi városliget rekonstrukciója,Építési beruházás,245606553.0,HUF,HU323,2018-12-12,3.0,14687530215,NyírSl Építőipari Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Nem,2018-12-20,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Nyírsl Építőipari Kft.,Kft.,-8 days
EKR001037942019,Székesfehérvár Megyei Jogú Város Önkormányzata,15726999207,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,ESZI III.sz.Id.Otthon gépész ésvillamos felújítása,Építési beruházás,131596375.0,HUF,HU211,2019-10-21,2.0,12557578207,Zsolnai Épületgépészeti Kft,45315300-1|45350000-5,Nem,Igen,Igen,2019-10-30,Igen,Nem,Igen,Székesfehérvár Megyei Jogú Város Önkormányzata,,Zsolnai Épületgépészeti Kft.,Kft.,-9 days
EKR001044582019,Budapest Főváros Xvi. Kerületi Önkormányzat,15735791242,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Szent Korona u. 2. sz. alatti üzletház felújítása,Építési beruházás,33370954.0,HUF,HU110,2019-10-24,2.0,14254790242,Euroinvest Group Ingatlanforgalmazó És Beruházó Korlátolt Felelősségű Társaság,45453100-8,Nem,Igen,Igen,2019-10-30,Igen,Nem,Igen,Budapest Főváros Xvi. Kerületi Önkormányzat,,Euroinvest Group Ingatlanforgalmazó És Beruházó Kft.,Kft.,-6 days
EKR001044652019,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Csapadékvízelvezetés kivitelezési munkák 3 részben,Építési beruházás,510670907.0,HUF,HU323,2020-02-24,5.0,13881951215,"VnyhBau Építőipari, Kereskedelmi És Szolgáltató Kft.",45240000-1,Igen,Igen,Igen,2020-03-01,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Vnyhbau Építőipari Kft.,Kft.,-6 days
EKR001044652019,Nyíregyháza Megyei Jogú Város Önkormányzata,15731766215,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,Csapadékvízelvezetés kivitelezési munkák 3 részben,Építési beruházás,510670907.0,HUF,HU323,2020-01-31,6.0,"13223490215,HU13223490",Közmű Generál Építő És Szolgáltató Korlátolt Felelősségű Társaság,45240000-1,Igen,Igen,Igen,2020-03-01,Igen,Nem,Igen,Nyíregyháza Megyei Jogú Város Önkormányzata,,Közmű Generál Építő És Kft.,Kft.,-30 days
EKR000834692019,Budapest Főváros Vagyonkezelő Központ Zrt.,12006003241,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Keretmegállapodás alapján verseny újranyitás,Gazdagréti tér 4. csatornahálózat javítása,Építési beruházás,311450.0,HUF,HU110,2019-11-04,2.0,24393559243,RitRock Kft.,45350000-5,Nem,Igen,Igen,2019-11-18,Igen,Nem,Igen,Budapest Főváros Vagyonkezelő Központ Zrt.,Zrt.,Ritrock Kft.,Kft.,-14 days
EKR000848552019,Miskolc Megyei Jogú Város Önkormányzata,15735605205,U - Egyéb típus:,KL - Egyéb tevékenység:,Uniós eljárásrend,Keretmegállapodás alapján verseny újranyitás,Bogáncs utca felújítása,Építési beruházás,284847163.0,HUF,HU311,2019-09-09,3.0,"11440424205,HU11440424",Mento Környezetkultúra Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Nem,2019-09-19,Igen,Nem,Igen,Miskolc Megyei Jogú Város Önkormányzata,,Mento Környezetkultúra Kft.,Kft.,-10 days
EKR000852342019,Országos Kórházi Főigazgatóság,15845883243,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Kivitelezés - gondozóhálózat,Építési beruházás,1381739164.0,HUF,HU2,2020-11-30,2.0,"25441703214,HU25441703",FlashFm Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-17,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Flashfm Kft.,Kft.,-48 days
EKR000852342019,Országos Kórházi Főigazgatóság,15845883243,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Kivitelezés - gondozóhálózat,Építési beruházás,1381739164.0,HUF,HU23,2020-11-30,2.0,25765641202,NapFényOtthon Ipari Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-17,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Napfényotthon Ipari Kft.,Kft.,-48 days
EKR000852342019,Országos Kórházi Főigazgatóság,15845883243,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Kivitelezés - gondozóhálózat,Építési beruházás,1381739164.0,HUF,HU23,2020-11-30,4.0,"13103581242,HU13103581",2FBau Építőipari És Kereskedelmi Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-17,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,2Fbau Építőipari És Kft.,Kft.,-48 days
EKR000852342019,Országos Kórházi Főigazgatóság,15845883243,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Kivitelezés - gondozóhálózat,Építési beruházás,1381739164.0,HUF,HU332,2020-11-30,2.0,25765641202,NapFényOtthon Ipari Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-17,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Napfényotthon Ipari Kft.,Kft.,-48 days
EKR000852342019,Országos Kórházi Főigazgatóság,15845883243,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Kivitelezés - gondozóhálózat,Építési beruházás,1381739164.0,HUF,HU333,2020-11-30,2.0,"11392259206,HU11392259",Építészmester Tervező És Kivitelező Zrt,45000000-7,Igen,Igen,Igen,2021-01-17,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Építészmester Tervező És Kivitelező Zrt.,Zrt.,-48 days
EKR000852342019,Országos Kórházi Főigazgatóság,15845883243,"U - Minisztériumi vagy egyéb nemzeti vagy szövetségi hatóság, valamint regionális vagy helyi részlegeik",KL - Egészségügy,Uniós eljárásrend,Nyílt eljárás,Kivitelezés - gondozóhálózat,Építési beruházás,1381739164.0,HUF,HU322,2020-11-30,2.0,12474480206,Globál 21 Építőipari És Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Igen,Igen,Igen,2021-01-17,Igen,Nem,Igen,Országos Kórházi Főigazgatóság,,Globál 21 Építőipari És Kft.,Kft.,-48 days
EKR000855882019,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",12464780251,U - Közjogi intézmény,KL - Egyéb tevékenység:,Uniós eljárásrend,Hirdetmény közzététele nélküli tárgyalásos eljárás,Multifunkcionális Csarnok kivitelezés,Építési beruházás,78717800057.0,HUF,HU110,2019-09-05,5.0,"14776355244,HU14776355",Market Építő Zártkörűen Működő Részvénytársaság,45000000-7,Nem,Igen,Nem,2019-09-25,Nem,Nem,Igen,"Bmsk Beruházási, Műszaki Fejlesztési, Sportüzemeltetési És Közbeszerzési Zrt.",Zrt.,Market Építő Zrt.,Zrt.,-20 days
EKR000856742019,Fővárosi Vízművek Zártkörűen Működő Részvénytársaság,10898824244,,KO - Víz,Uniós eljárásrend,Nyílt eljárás,Építési karbantartási munkák (10 rész) KE-19/2019,Építési beruházás,1813000000.0,HUF,HU110,2020-03-06,4.0,26684833216,Könöf Közmű Építő És Szolgáltató Korlátolt Felelősségű Társaság,45000000-7,Nem,Igen,Igen,2020-03-29,Igen,Nem,Igen,Fővárosi Vízművek Zrt.,Zrt.,Könöf Közmű Építő És Kft.,Kft.,-23 days
EKR000872982019,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Sínkenő berendezések beszerzése és telepítése,Építési beruházás,116571000.0,HUF,HU11,2019-10-24,2.0,14151697209,Metalelektro Méréstechnika Kft.,45234120-3,Nem,Igen,Igen,2019-11-04,Igen,Nem,Igen,Budapesti Közlekedési Zrt.,Zrt.,Metalelektro Méréstechnika Kft.,Kft.,-11 days
EKR000391092018,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Aszfaltmaró bérlése kezelőszemélyzettel,Építési beruházás,80000000.0,HUF,HU,2019-04-30,3.0,"12943968410,HU17780742,10-09-025240",Dynamic Út Szállítási Korlátolt Felelősségű Társaság,45500000-2,Nem,Igen,Nem,2019-05-13,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Dynamic Út Szállítási Kft.,Kft.,-13 days
EKR000391092018,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Aszfaltmaró bérlése kezelőszemélyzettel,Építési beruházás,80000000.0,HUF,HU,2019-04-30,3.0,"10642166203,HU10642166","Soltút Útépítő, Fenntartó És Kereskedelmi Korlátolt Felelősségű Társaság",45500000-2,Nem,Igen,Igen,2019-05-13,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,"Soltút Útépítő, Fenntartó És Kft.",Kft.,-13 days
EKR000391092018,Magyar Közút Nonprofit Zártkörűen Működő Részvénytársaság,14605749244,N - Közjogi szervezet,KL - Egyéb tevékenység:,Nemzeti eljárásrend,Kbt. 115. § Nyílt eljárás,Aszfaltmaró bérlése kezelőszemélyzettel,Építési beruházás,80000000.0,HUF,HU,2019-04-30,2.0,"13702908443,HU13702908",Sat Útjavító Korlátolt Felelősségű Társaság,45500000-2,Nem,Igen,Nem,2019-05-13,Igen,Nem,Igen,Magyar Közút Nonprofit Zrt.,Zrt.,Sat Útjavító Kft.,Kft.,-13 days
EKR000393052018,Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,12154481444,N - Közszolgáltató,"KO - Városi vasúti, villamos, trolibusz vagy autóbusz szolgáltatások",Nemzeti eljárásrend,Kbt. 113. § Nyílt eljárás,Nyílászárók cseréje a BKV Zrt. egyes telephelyein (TB-162/18),Építési beruházás,320118277.0,HUF,HU11,2019-04-29,7.0,"13580234206,HU13580234","TInvest 91 Fővállalkozó, Építőipari És Kivitelező Korlátolt Felelősségű Társaság",45421100-5,Nem,Igen,Nem,2019-05-15,Igen,Nem,Nem,Budapesti Közlekedési Zrt.,Zrt.,"Tinvest 91 Fővállalkozó, Építőipari És Kivitelező Kft.",Kft.,-16 days
EKR001104082019,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,A Repülőtéren kerítés és ellenőrző út építése,Építési beruházás,580043375.0,HUF,HU321,2020-02-21,4.0,"12110508209,HU12110508",Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Korlátolt Felelősségű Társaság,45342000-6,Nem,Igen,Igen,2020-03-03,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Debreceni Mélyépítő Holding Fővállalkozó És Tanácsadó Kft.,Kft.,-11 days
EKR001104082019,Debrecen Megyei Jogú Város Önkormányzata,15735588209,N - Regionális/helyi szintű,KL - Általános közszolgáltatások,Nemzeti eljárásrend,Kbt. 117. § Saját beszerzési szabályok alkalmazása részvételi szakasz nélkül,A Repülőtéren kerítés és ellenőrző út építése,Építési beruházás,580043375.0,HUF,HU321,2020-02-21,4.0,"11876566215,HU11876566",KeVíz 21 Építőipari Zártkörűen Működő Részvénytársaság,45342000-6,Nem,Igen,Igen,2020-03-03,Igen,Nem,Igen,Debrecen Megyei Jogú Város Önkormányzata,,Kevíz 21 Építőipari Zrt.,Zrt.,-11 days
